WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
06/13/2020,Caribbean,Anguilla,Anguilla,Protests,Peaceful protest,1,0,1784,Demonstrations,109,18.2169,-63.0513
01/30/2021,Caribbean,Anguilla,Anguilla,Protests,Peaceful protest,1,0,1795,Demonstrations,109,18.2169,-63.0513
06/25/2022,Caribbean,Anguilla,Anguilla,Protests,Peaceful protest,1,0,1689,Demonstrations,109,18.2169,-63.0513
05/04/2024,Caribbean,Anguilla,Anguilla,Protests,Peaceful protest,1,0,1748,Demonstrations,109,18.2169,-63.0513
01/07/2023,Caribbean,Anguilla,Anguilla,Riots,Mob violence,1,0,4048,Political violence,109,18.2169,-63.0513
03/14/2020,Caribbean,Anguilla,Anguilla,Strategic developments,Change to group/activity,1,0,,Strategic developments,109,18.2169,-63.0513
01/25/2025,Caribbean,Antigua and Barbuda,Barbuda,Protests,Protest with intervention,1,0,509,Demonstrations,110,17.6415,-61.7973
12/18/2021,Caribbean,Antigua and Barbuda,Saint George,Protests,Peaceful protest,1,0,2098,Demonstrations,112,17.118,-61.7959
02/04/2023,Caribbean,Antigua and Barbuda,Saint George,Protests,Peaceful protest,1,0,2120,Demonstrations,112,17.118,-61.7959
05/25/2024,Caribbean,Antigua and Barbuda,Saint George,Protests,Peaceful protest,1,0,2130,Demonstrations,112,17.118,-61.7959
01/17/2026,Caribbean,Antigua and Barbuda,Saint George,Protests,Peaceful protest,1,0,2148,Demonstrations,112,17.118,-61.7959
07/04/2020,Caribbean,Antigua and Barbuda,Saint George,Violence against civilians,Attack,1,1,20411,Political violence,112,17.118,-61.7959
01/20/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
03/31/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
04/21/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,4977,Demonstrations,113,17.1103,-61.8287
05/05/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
05/26/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
06/02/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
06/09/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
08/11/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
08/18/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
09/01/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,5,0,4977,Demonstrations,113,17.1103,-61.8287
10/27/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
11/10/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
11/24/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,4977,Demonstrations,113,17.1103,-61.8287
12/15/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
12/22/2018,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4977,Demonstrations,113,17.1103,-61.8287
02/02/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,4998,Demonstrations,113,17.1103,-61.8287
02/23/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4998,Demonstrations,113,17.1103,-61.8287
03/02/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4998,Demonstrations,113,17.1103,-61.8287
04/06/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4998,Demonstrations,113,17.1103,-61.8287
10/19/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4998,Demonstrations,113,17.1103,-61.8287
11/30/2019,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,4998,Demonstrations,113,17.1103,-61.8287
02/15/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
05/09/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
05/30/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
07/25/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
08/22/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
11/28/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
12/19/2020,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5022,Demonstrations,113,17.1103,-61.8287
03/20/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
04/24/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
07/24/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5048,Demonstrations,113,17.1103,-61.8287
08/07/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
09/25/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
11/13/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
11/27/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
12/04/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
12/11/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
12/18/2021,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5048,Demonstrations,113,17.1103,-61.8287
01/29/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5073,Demonstrations,113,17.1103,-61.8287
02/05/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
03/19/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
04/02/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
04/23/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
04/30/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,4,0,5073,Demonstrations,113,17.1103,-61.8287
05/07/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
05/21/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
06/04/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
06/25/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,560,Demonstrations,113,17.1103,-61.8287
09/24/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
10/15/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
12/03/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
12/10/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
12/17/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5073,Demonstrations,113,17.1103,-61.8287
02/04/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
03/04/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5097,Demonstrations,113,17.1103,-61.8287
04/08/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
04/15/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
04/29/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,4240,Demonstrations,113,17.1103,-61.8287
05/27/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
06/17/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
06/24/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
07/08/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
07/15/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
10/28/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5097,Demonstrations,113,17.1103,-61.8287
12/30/2023,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5121,Demonstrations,113,17.1103,-61.8287
01/06/2024,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5121,Demonstrations,113,17.1103,-61.8287
02/17/2024,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5121,Demonstrations,113,17.1103,-61.8287
04/27/2024,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,2067,Demonstrations,113,17.1103,-61.8287
05/04/2024,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5121,Demonstrations,113,17.1103,-61.8287
06/22/2024,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5121,Demonstrations,113,17.1103,-61.8287
02/01/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
02/22/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5143,Demonstrations,113,17.1103,-61.8287
03/08/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5143,Demonstrations,113,17.1103,-61.8287
03/15/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
03/29/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5143,Demonstrations,113,17.1103,-61.8287
05/03/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
06/21/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
06/28/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
07/26/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
11/01/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,2,0,5143,Demonstrations,113,17.1103,-61.8287
11/08/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
11/22/2025,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,5143,Demonstrations,113,17.1103,-61.8287
02/14/2026,Caribbean,Antigua and Barbuda,Saint John,Protests,Peaceful protest,1,0,,Demonstrations,113,17.1103,-61.8287
12/17/2022,Caribbean,Antigua and Barbuda,Saint John,Protests,Protest with intervention,1,0,5073,Demonstrations,113,17.1103,-61.8287
04/13/2024,Caribbean,Antigua and Barbuda,Saint John,Riots,Mob violence,1,1,18138,Political violence,113,17.1103,-61.8287
11/09/2019,Caribbean,Antigua and Barbuda,Saint John,Riots,Violent demonstration,1,0,20748,Demonstrations,113,17.1103,-61.8287
08/07/2021,Caribbean,Antigua and Barbuda,Saint John,Riots,Violent demonstration,1,0,20948,Demonstrations,113,17.1103,-61.8287
03/28/2020,Caribbean,Antigua and Barbuda,Saint John,Strategic developments,Change to group/activity,1,0,,Strategic developments,113,17.1103,-61.8287
04/20/2024,Caribbean,Antigua and Barbuda,Saint John,Strategic developments,Looting/property destruction,1,0,,Strategic developments,113,17.1103,-61.8287
01/14/2023,Caribbean,Antigua and Barbuda,Saint John,Strategic developments,Other,1,0,,Strategic developments,113,17.1103,-61.8287
04/26/2025,Caribbean,Antigua and Barbuda,Saint John,Strategic developments,Other,1,0,,Strategic developments,113,17.1103,-61.8287
05/12/2018,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,0,20661,Political violence,113,17.1103,-61.8287
10/12/2019,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,0,20748,Political violence,113,17.1103,-61.8287
04/25/2020,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,0,20843,Political violence,113,17.1103,-61.8287
09/26/2020,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,0,20843,Political violence,113,17.1103,-61.8287
12/11/2021,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,0,20948,Political violence,113,17.1103,-61.8287
07/29/2023,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,1,29895,Political violence,113,17.1103,-61.8287
04/27/2024,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,2,1,18138,Political violence,113,17.1103,-61.8287
11/02/2024,Caribbean,Antigua and Barbuda,Saint John,Violence against civilians,Attack,1,1,28203,Political violence,113,17.1103,-61.8287
02/23/2019,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,1264,Demonstrations,114,17.0492,-61.8615
06/05/2021,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,1281,Demonstrations,114,17.0492,-61.8615
04/09/2022,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,470,Demonstrations,114,17.0492,-61.8615
07/06/2024,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,311,Demonstrations,114,17.0492,-61.8615
08/31/2024,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,311,Demonstrations,114,17.0492,-61.8615
03/22/2025,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,699,Demonstrations,114,17.0492,-61.8615
03/29/2025,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,699,Demonstrations,114,17.0492,-61.8615
09/27/2025,Caribbean,Antigua and Barbuda,Saint Mary,Protests,Peaceful protest,1,0,1687,Demonstrations,114,17.0492,-61.8615
08/23/2025,Caribbean,Antigua and Barbuda,Saint Mary,Violence against civilians,Attack,1,1,4547,Political violence,114,17.0492,-61.8615
04/11/2020,Caribbean,Antigua and Barbuda,Saint Paul,Violence against civilians,Attack,1,1,8615,Political violence,115,17.037,-61.7715
06/30/2018,Caribbean,Antigua and Barbuda,Saint Peter,Protests,Peaceful protest,2,0,903,Demonstrations,116,17.0927,-61.7591
01/04/2025,Caribbean,Antigua and Barbuda,Saint Peter,Protests,Peaceful protest,1,0,615,Demonstrations,116,17.0927,-61.7591
12/04/2021,Caribbean,Antigua and Barbuda,Saint Philip,Protests,Peaceful protest,1,0,470,Demonstrations,117,17.0624,-61.7162
09/12/2020,South America,Argentina,Buenos Aires,Battles,Armed clash,1,0,37826,Political violence,118,-37.1495,-60.1324
05/22/2021,South America,Argentina,Buenos Aires,Explosions/Remote violence,Grenade,1,0,193384,Political violence,118,-37.1495,-60.1324
07/07/2018,South America,Argentina,Buenos Aires,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,558841,Political violence,118,-37.1495,-60.1324
07/28/2018,South America,Argentina,Buenos Aires,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337758,Political violence,118,-37.1495,-60.1324
11/24/2018,South America,Argentina,Buenos Aires,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,204779,Political violence,118,-37.1495,-60.1324
04/14/2018,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,11742,Political violence; Demonstrations,118,-37.1495,-60.1324
06/20/2020,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,18121,Political violence; Demonstrations,118,-37.1495,-60.1324
01/23/2021,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,13047,Political violence; Demonstrations,118,-37.1495,-60.1324
11/20/2021,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,1,13239,Political violence; Demonstrations,118,-37.1495,-60.1324
03/26/2022,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,10653,Political violence; Demonstrations,118,-37.1495,-60.1324
06/03/2023,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,13912,Political violence; Demonstrations,118,-37.1495,-60.1324
04/19/2025,South America,Argentina,Buenos Aires,Protests,Excessive force against protesters,1,0,20086,Political violence; Demonstrations,118,-37.1495,-60.1324
12/30/2017,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,45519,Demonstrations,118,-37.1495,-60.1324
01/06/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,8,0,39697,Demonstrations,118,-37.1495,-60.1324
01/13/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,53108,Demonstrations,118,-37.1495,-60.1324
01/20/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,7,0,37512,Demonstrations,118,-37.1495,-60.1324
01/27/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,63964,Demonstrations,118,-37.1495,-60.1324
02/03/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,10,0,102087,Demonstrations,118,-37.1495,-60.1324
02/10/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,70549,Demonstrations,118,-37.1495,-60.1324
02/17/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,8,0,50133,Demonstrations,118,-37.1495,-60.1324
02/24/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,34239,Demonstrations,118,-37.1495,-60.1324
03/03/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,10,0,43179,Demonstrations,118,-37.1495,-60.1324
03/10/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,28078,Demonstrations,118,-37.1495,-60.1324
03/17/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,17,0,62477,Demonstrations,118,-37.1495,-60.1324
03/24/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,15,0,76350,Demonstrations,118,-37.1495,-60.1324
03/31/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,15,0,29183,Demonstrations,118,-37.1495,-60.1324
04/07/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,13,0,45519,Demonstrations,118,-37.1495,-60.1324
04/14/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,37,0,399302,Demonstrations,118,-37.1495,-60.1324
04/21/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,19,0,148592,Demonstrations,118,-37.1495,-60.1324
04/28/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,8,0,92737,Demonstrations,118,-37.1495,-60.1324
05/05/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,8,0,63372,Demonstrations,118,-37.1495,-60.1324
05/12/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,43881,Demonstrations,118,-37.1495,-60.1324
05/19/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,28078,Demonstrations,118,-37.1495,-60.1324
05/26/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,36919,Demonstrations,118,-37.1495,-60.1324
06/02/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,61988,Demonstrations,118,-37.1495,-60.1324
06/09/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,36748,Demonstrations,118,-37.1495,-60.1324
06/16/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,55264,Demonstrations,118,-37.1495,-60.1324
06/23/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,12,0,104022,Demonstrations,118,-37.1495,-60.1324
06/30/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,7,0,42776,Demonstrations,118,-37.1495,-60.1324
07/07/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,39482,Demonstrations,118,-37.1495,-60.1324
07/14/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,22189,Demonstrations,118,-37.1495,-60.1324
07/21/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,15,0,117557,Demonstrations,118,-37.1495,-60.1324
07/28/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,28,0,193330,Demonstrations,118,-37.1495,-60.1324
08/04/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,22189,Demonstrations,118,-37.1495,-60.1324
08/11/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,11742,Demonstrations,118,-37.1495,-60.1324
08/18/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,10,0,56923,Demonstrations,118,-37.1495,-60.1324
08/25/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,18,0,86675,Demonstrations,118,-37.1495,-60.1324
09/01/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,67699,Demonstrations,118,-37.1495,-60.1324
09/08/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,91981,Demonstrations,118,-37.1495,-60.1324
09/15/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,35967,Demonstrations,118,-37.1495,-60.1324
09/22/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,13,0,105925,Demonstrations,118,-37.1495,-60.1324
09/29/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,5,0,29930,Demonstrations,118,-37.1495,-60.1324
10/06/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,5,0,51169,Demonstrations,118,-37.1495,-60.1324
10/13/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,56243,Demonstrations,118,-37.1495,-60.1324
10/20/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,8,0,68692,Demonstrations,118,-37.1495,-60.1324
10/27/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,54631,Demonstrations,118,-37.1495,-60.1324
11/03/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,104124,Demonstrations,118,-37.1495,-60.1324
11/10/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,15435,Demonstrations,118,-37.1495,-60.1324
11/17/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,25,0,241622,Demonstrations,118,-37.1495,-60.1324
11/24/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,7,0,81109,Demonstrations,118,-37.1495,-60.1324
12/01/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,81831,Demonstrations,118,-37.1495,-60.1324
12/08/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,133682,Demonstrations,118,-37.1495,-60.1324
12/15/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,79726,Demonstrations,118,-37.1495,-60.1324
12/22/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,11,0,58642,Demonstrations,118,-37.1495,-60.1324
12/29/2018,South America,Argentina,Buenos Aires,Protests,Peaceful protest,5,0,25479,Demonstrations,118,-37.1495,-60.1324
01/05/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11497,Demonstrations,118,-37.1495,-60.1324
01/12/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,14,0,188137,Demonstrations,118,-37.1495,-60.1324
01/19/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,47903,Demonstrations,118,-37.1495,-60.1324
01/26/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,9,0,171448,Demonstrations,118,-37.1495,-60.1324
02/02/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,15902,Demonstrations,118,-37.1495,-60.1324
02/09/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,10,0,90050,Demonstrations,118,-37.1495,-60.1324
02/16/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,42555,Demonstrations,118,-37.1495,-60.1324
02/23/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,2,0,31406,Demonstrations,118,-37.1495,-60.1324
03/02/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,7,0,70132,Demonstrations,118,-37.1495,-60.1324
03/09/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11834,Demonstrations,118,-37.1495,-60.1324
03/16/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,2,0,25379,Demonstrations,118,-37.1495,-60.1324
03/30/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,23175,Demonstrations,118,-37.1495,-60.1324
04/06/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11834,Demonstrations,118,-37.1495,-60.1324
04/13/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,2,0,27012,Demonstrations,118,-37.1495,-60.1324
05/11/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11834,Demonstrations,118,-37.1495,-60.1324
05/18/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,14905,Demonstrations,118,-37.1495,-60.1324
05/25/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,6,0,56599,Demonstrations,118,-37.1495,-60.1324
06/01/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,4,0,60569,Demonstrations,118,-37.1495,-60.1324
06/08/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11834,Demonstrations,118,-37.1495,-60.1324
06/15/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,5,0,54147,Demonstrations,118,-37.1495,-60.1324
06/22/2019,South America,Argentina,Buenos Aires,Protests,Peaceful protest,1,0,11834,Demonstrations,118,-37.1495,-60.1324
