WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
08/10/2019,South America,Brazil,Parana,Protests,Peaceful protest,2,0,26195,Demonstrations,396,-24.6143,-51.8166
08/17/2019,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15771,Demonstrations,396,-24.6143,-51.8166
08/24/2019,South America,Brazil,Parana,Protests,Peaceful protest,7,0,76733,Demonstrations,396,-24.6143,-51.8166
09/07/2019,South America,Brazil,Parana,Protests,Peaceful protest,2,0,23812,Demonstrations,396,-24.6143,-51.8166
09/14/2019,South America,Brazil,Parana,Protests,Peaceful protest,2,0,37684,Demonstrations,396,-24.6143,-51.8166
09/28/2019,South America,Brazil,Parana,Protests,Peaceful protest,1,0,4484,Demonstrations,396,-24.6143,-51.8166
10/05/2019,South America,Brazil,Parana,Protests,Peaceful protest,1,0,10521,Demonstrations,396,-24.6143,-51.8166
10/12/2019,South America,Brazil,Parana,Protests,Peaceful protest,4,0,29314,Demonstrations,396,-24.6143,-51.8166
10/19/2019,South America,Brazil,Parana,Protests,Peaceful protest,3,0,41722,Demonstrations,396,-24.6143,-51.8166
11/09/2019,South America,Brazil,Parana,Protests,Peaceful protest,4,0,43850,Demonstrations,396,-24.6143,-51.8166
11/16/2019,South America,Brazil,Parana,Protests,Peaceful protest,2,0,19645,Demonstrations,396,-24.6143,-51.8166
11/30/2019,South America,Brazil,Parana,Protests,Peaceful protest,1,0,9173,Demonstrations,396,-24.6143,-51.8166
01/11/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12272,Demonstrations,396,-24.6143,-51.8166
02/01/2020,South America,Brazil,Parana,Protests,Peaceful protest,3,0,38948,Demonstrations,396,-24.6143,-51.8166
02/08/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6208,Demonstrations,396,-24.6143,-51.8166
02/22/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,32180,Demonstrations,396,-24.6143,-51.8166
02/29/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6208,Demonstrations,396,-24.6143,-51.8166
03/07/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,27173,Demonstrations,396,-24.6143,-51.8166
03/14/2020,South America,Brazil,Parana,Protests,Peaceful protest,7,0,77519,Demonstrations,396,-24.6143,-51.8166
03/21/2020,South America,Brazil,Parana,Protests,Peaceful protest,8,0,77622,Demonstrations,396,-24.6143,-51.8166
03/28/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,26676,Demonstrations,396,-24.6143,-51.8166
04/18/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,37968,Demonstrations,396,-24.6143,-51.8166
05/09/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,22714,Demonstrations,396,-24.6143,-51.8166
05/16/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6208,Demonstrations,396,-24.6143,-51.8166
06/06/2020,South America,Brazil,Parana,Protests,Peaceful protest,4,0,53241,Demonstrations,396,-24.6143,-51.8166
06/20/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,11853,Demonstrations,396,-24.6143,-51.8166
07/04/2020,South America,Brazil,Parana,Protests,Peaceful protest,5,0,42520,Demonstrations,396,-24.6143,-51.8166
07/18/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
07/25/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
08/15/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
08/22/2020,South America,Brazil,Parana,Protests,Peaceful protest,3,0,15815,Demonstrations,396,-24.6143,-51.8166
08/29/2020,South America,Brazil,Parana,Protests,Peaceful protest,3,0,36611,Demonstrations,396,-24.6143,-51.8166
09/05/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
10/17/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,38776,Demonstrations,396,-24.6143,-51.8166
10/24/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
10/31/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,21447,Demonstrations,396,-24.6143,-51.8166
11/07/2020,South America,Brazil,Parana,Protests,Peaceful protest,6,0,74462,Demonstrations,396,-24.6143,-51.8166
11/14/2020,South America,Brazil,Parana,Protests,Peaceful protest,7,0,37968,Demonstrations,396,-24.6143,-51.8166
11/21/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,15815,Demonstrations,396,-24.6143,-51.8166
12/05/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15815,Demonstrations,396,-24.6143,-51.8166
12/12/2020,South America,Brazil,Parana,Protests,Peaceful protest,2,0,25624,Demonstrations,396,-24.6143,-51.8166
12/19/2020,South America,Brazil,Parana,Protests,Peaceful protest,1,0,11853,Demonstrations,396,-24.6143,-51.8166
01/09/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,22350,Demonstrations,396,-24.6143,-51.8166
01/16/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15849,Demonstrations,396,-24.6143,-51.8166
01/23/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,27845,Demonstrations,396,-24.6143,-51.8166
01/30/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,33126,Demonstrations,396,-24.6143,-51.8166
02/13/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,11897,Demonstrations,396,-24.6143,-51.8166
02/20/2021,South America,Brazil,Parana,Protests,Peaceful protest,3,0,49096,Demonstrations,396,-24.6143,-51.8166
02/27/2021,South America,Brazil,Parana,Protests,Peaceful protest,6,0,55919,Demonstrations,396,-24.6143,-51.8166
03/13/2021,South America,Brazil,Parana,Protests,Peaceful protest,5,0,77575,Demonstrations,396,-24.6143,-51.8166
03/20/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,26847,Demonstrations,396,-24.6143,-51.8166
03/27/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,27845,Demonstrations,396,-24.6143,-51.8166
04/03/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,19372,Demonstrations,396,-24.6143,-51.8166
04/10/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,38199,Demonstrations,396,-24.6143,-51.8166
04/17/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15849,Demonstrations,396,-24.6143,-51.8166
04/24/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,38742,Demonstrations,396,-24.6143,-51.8166
05/01/2021,South America,Brazil,Parana,Protests,Peaceful protest,6,0,70998,Demonstrations,396,-24.6143,-51.8166
05/22/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,18878,Demonstrations,396,-24.6143,-51.8166
05/29/2021,South America,Brazil,Parana,Protests,Peaceful protest,7,0,71446,Demonstrations,396,-24.6143,-51.8166
06/19/2021,South America,Brazil,Parana,Protests,Peaceful protest,6,0,69402,Demonstrations,396,-24.6143,-51.8166
06/26/2021,South America,Brazil,Parana,Protests,Peaceful protest,5,0,32288,Demonstrations,396,-24.6143,-51.8166
07/03/2021,South America,Brazil,Parana,Protests,Peaceful protest,9,0,102223,Demonstrations,396,-24.6143,-51.8166
07/10/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6279,Demonstrations,396,-24.6143,-51.8166
07/17/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,11996,Demonstrations,396,-24.6143,-51.8166
07/24/2021,South America,Brazil,Parana,Protests,Peaceful protest,9,0,107562,Demonstrations,396,-24.6143,-51.8166
07/31/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,49019,Demonstrations,396,-24.6143,-51.8166
08/14/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,5936,Demonstrations,396,-24.6143,-51.8166
08/21/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6163,Demonstrations,396,-24.6143,-51.8166
08/28/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,25326,Demonstrations,396,-24.6143,-51.8166
09/04/2021,South America,Brazil,Parana,Protests,Peaceful protest,97,0,545174,Demonstrations,396,-24.6143,-51.8166
09/11/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,31670,Demonstrations,396,-24.6143,-51.8166
09/25/2021,South America,Brazil,Parana,Protests,Peaceful protest,2,0,22273,Demonstrations,396,-24.6143,-51.8166
10/02/2021,South America,Brazil,Parana,Protests,Peaceful protest,6,0,72090,Demonstrations,396,-24.6143,-51.8166
10/30/2021,South America,Brazil,Parana,Protests,Peaceful protest,1,0,4625,Demonstrations,396,-24.6143,-51.8166
11/06/2021,South America,Brazil,Parana,Protests,Peaceful protest,3,0,21815,Demonstrations,396,-24.6143,-51.8166
11/20/2021,South America,Brazil,Parana,Protests,Peaceful protest,5,0,83008,Demonstrations,396,-24.6143,-51.8166
12/04/2021,South America,Brazil,Parana,Protests,Peaceful protest,3,0,27845,Demonstrations,396,-24.6143,-51.8166
12/11/2021,South America,Brazil,Parana,Protests,Peaceful protest,4,0,50820,Demonstrations,396,-24.6143,-51.8166
01/22/2022,South America,Brazil,Parana,Protests,Peaceful protest,2,0,28847,Demonstrations,396,-24.6143,-51.8166
02/05/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15872,Demonstrations,396,-24.6143,-51.8166
02/19/2022,South America,Brazil,Parana,Protests,Peaceful protest,2,0,23438,Demonstrations,396,-24.6143,-51.8166
03/05/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12117,Demonstrations,396,-24.6143,-51.8166
03/12/2022,South America,Brazil,Parana,Protests,Peaceful protest,3,0,26990,Demonstrations,396,-24.6143,-51.8166
03/19/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15872,Demonstrations,396,-24.6143,-51.8166
03/26/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15872,Demonstrations,396,-24.6143,-51.8166
04/09/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12117,Demonstrations,396,-24.6143,-51.8166
04/16/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12684,Demonstrations,396,-24.6143,-51.8166
04/23/2022,South America,Brazil,Parana,Protests,Peaceful protest,3,0,51065,Demonstrations,396,-24.6143,-51.8166
04/30/2022,South America,Brazil,Parana,Protests,Peaceful protest,9,0,97335,Demonstrations,396,-24.6143,-51.8166
05/07/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22509,Demonstrations,396,-24.6143,-51.8166
06/11/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22509,Demonstrations,396,-24.6143,-51.8166
06/18/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15872,Demonstrations,396,-24.6143,-51.8166
06/25/2022,South America,Brazil,Parana,Protests,Peaceful protest,2,0,13904,Demonstrations,396,-24.6143,-51.8166
07/09/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22509,Demonstrations,396,-24.6143,-51.8166
07/16/2022,South America,Brazil,Parana,Protests,Peaceful protest,4,0,58576,Demonstrations,396,-24.6143,-51.8166
08/06/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15872,Demonstrations,396,-24.6143,-51.8166
08/13/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6338,Demonstrations,396,-24.6143,-51.8166
08/27/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6338,Demonstrations,396,-24.6143,-51.8166
09/03/2022,South America,Brazil,Parana,Protests,Peaceful protest,12,0,99276,Demonstrations,396,-24.6143,-51.8166
09/17/2022,South America,Brazil,Parana,Protests,Peaceful protest,9,0,108917,Demonstrations,396,-24.6143,-51.8166
10/29/2022,South America,Brazil,Parana,Protests,Peaceful protest,129,0,755082,Demonstrations,396,-24.6143,-51.8166
11/05/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6338,Demonstrations,396,-24.6143,-51.8166
11/12/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,10693,Demonstrations,396,-24.6143,-51.8166
11/19/2022,South America,Brazil,Parana,Protests,Peaceful protest,7,0,55267,Demonstrations,396,-24.6143,-51.8166
11/26/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,11047,Demonstrations,396,-24.6143,-51.8166
12/03/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22509,Demonstrations,396,-24.6143,-51.8166
12/17/2022,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12684,Demonstrations,396,-24.6143,-51.8166
01/07/2023,South America,Brazil,Parana,Protests,Peaceful protest,5,0,62123,Demonstrations,396,-24.6143,-51.8166
01/28/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
02/25/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,38598,Demonstrations,396,-24.6143,-51.8166
03/04/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,15898,Demonstrations,396,-24.6143,-51.8166
03/11/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
04/08/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
04/15/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
04/29/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6407,Demonstrations,396,-24.6143,-51.8166
05/13/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
05/20/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,13874,Demonstrations,396,-24.6143,-51.8166
05/27/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
06/03/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,25700,Demonstrations,396,-24.6143,-51.8166
06/10/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22700,Demonstrations,396,-24.6143,-51.8166
06/24/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
07/01/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22700,Demonstrations,396,-24.6143,-51.8166
07/08/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6407,Demonstrations,396,-24.6143,-51.8166
09/02/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
10/07/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15898,Demonstrations,396,-24.6143,-51.8166
10/14/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,32159,Demonstrations,396,-24.6143,-51.8166
10/21/2023,South America,Brazil,Parana,Protests,Peaceful protest,2,0,20875,Demonstrations,396,-24.6143,-51.8166
10/28/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12900,Demonstrations,396,-24.6143,-51.8166
11/18/2023,South America,Brazil,Parana,Protests,Peaceful protest,1,0,12900,Demonstrations,396,-24.6143,-51.8166
01/06/2024,South America,Brazil,Parana,Protests,Peaceful protest,2,0,15927,Demonstrations,396,-24.6143,-51.8166
02/03/2024,South America,Brazil,Parana,Protests,Peaceful protest,3,0,51975,Demonstrations,396,-24.6143,-51.8166
02/10/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,22920,Demonstrations,396,-24.6143,-51.8166
02/24/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,13128,Demonstrations,396,-24.6143,-51.8166
03/02/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6122,Demonstrations,396,-24.6143,-51.8166
03/09/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
03/16/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
03/23/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
03/30/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
04/06/2024,South America,Brazil,Parana,Protests,Peaceful protest,2,0,12192,Demonstrations,396,-24.6143,-51.8166
04/20/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
04/27/2024,South America,Brazil,Parana,Protests,Peaceful protest,2,0,15927,Demonstrations,396,-24.6143,-51.8166
05/04/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
06/01/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
06/08/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
09/07/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
09/21/2024,South America,Brazil,Parana,Protests,Peaceful protest,2,0,38847,Demonstrations,396,-24.6143,-51.8166
11/09/2024,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15927,Demonstrations,396,-24.6143,-51.8166
02/15/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6556,Demonstrations,396,-24.6143,-51.8166
02/22/2025,South America,Brazil,Parana,Protests,Peaceful protest,2,0,15953,Demonstrations,396,-24.6143,-51.8166
03/01/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,1472,Demonstrations,396,-24.6143,-51.8166
03/08/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15953,Demonstrations,396,-24.6143,-51.8166
03/29/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,7109,Demonstrations,396,-24.6143,-51.8166
04/26/2025,South America,Brazil,Parana,Protests,Peaceful protest,3,0,29339,Demonstrations,396,-24.6143,-51.8166
05/17/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6556,Demonstrations,396,-24.6143,-51.8166
06/07/2025,South America,Brazil,Parana,Protests,Peaceful protest,3,0,45277,Demonstrations,396,-24.6143,-51.8166
07/19/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15953,Demonstrations,396,-24.6143,-51.8166
07/26/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15953,Demonstrations,396,-24.6143,-51.8166
08/02/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,4875,Demonstrations,396,-24.6143,-51.8166
08/16/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,3515,Demonstrations,396,-24.6143,-51.8166
09/20/2025,South America,Brazil,Parana,Protests,Peaceful protest,9,0,128441,Demonstrations,396,-24.6143,-51.8166
10/11/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,15953,Demonstrations,396,-24.6143,-51.8166
10/18/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6556,Demonstrations,396,-24.6143,-51.8166
11/08/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,6556,Demonstrations,396,-24.6143,-51.8166
12/06/2025,South America,Brazil,Parana,Protests,Peaceful protest,8,0,113092,Demonstrations,396,-24.6143,-51.8166
12/13/2025,South America,Brazil,Parana,Protests,Peaceful protest,1,0,23125,Demonstrations,396,-24.6143,-51.8166
01/31/2026,South America,Brazil,Parana,Protests,Peaceful protest,3,0,15979,Demonstrations,396,-24.6143,-51.8166
03/24/2018,South America,Brazil,Parana,Protests,Protest with intervention,2,0,10464,Demonstrations,396,-24.6143,-51.8166
04/14/2018,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15728,Demonstrations,396,-24.6143,-51.8166
05/19/2018,South America,Brazil,Parana,Protests,Protest with intervention,1,0,6885,Demonstrations,396,-24.6143,-51.8166
05/26/2018,South America,Brazil,Parana,Protests,Protest with intervention,1,0,11125,Demonstrations,396,-24.6143,-51.8166
10/13/2018,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15728,Demonstrations,396,-24.6143,-51.8166
12/15/2018,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15728,Demonstrations,396,-24.6143,-51.8166
11/16/2019,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15771,Demonstrations,396,-24.6143,-51.8166
11/30/2019,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15771,Demonstrations,396,-24.6143,-51.8166
05/30/2020,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15815,Demonstrations,396,-24.6143,-51.8166
06/06/2020,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15815,Demonstrations,396,-24.6143,-51.8166
04/09/2022,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15872,Demonstrations,396,-24.6143,-51.8166
09/03/2022,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15872,Demonstrations,396,-24.6143,-51.8166
01/07/2023,South America,Brazil,Parana,Protests,Protest with intervention,1,0,12900,Demonstrations,396,-24.6143,-51.8166
10/14/2023,South America,Brazil,Parana,Protests,Protest with intervention,1,0,16261,Demonstrations,396,-24.6143,-51.8166
09/06/2025,South America,Brazil,Parana,Protests,Protest with intervention,1,0,15953,Demonstrations,396,-24.6143,-51.8166
01/31/2026,South America,Brazil,Parana,Protests,Protest with intervention,1,0,,Demonstrations,396,-24.6143,-51.8166
01/20/2018,South America,Brazil,Parana,Riots,Mob violence,1,0,36078,Political violence,396,-24.6143,-51.8166
02/17/2018,South America,Brazil,Parana,Riots,Mob violence,1,0,15650,Political violence,396,-24.6143,-51.8166
03/31/2018,South America,Brazil,Parana,Riots,Mob violence,1,0,31630,Political violence,396,-24.6143,-51.8166
04/07/2018,South America,Brazil,Parana,Riots,Mob violence,1,0,27026,Political violence,396,-24.6143,-51.8166
08/11/2018,South America,Brazil,Parana,Riots,Mob violence,3,1,45202,Political violence,396,-24.6143,-51.8166
08/18/2018,South America,Brazil,Parana,Riots,Mob violence,1,0,31630,Political violence,396,-24.6143,-51.8166
06/08/2019,South America,Brazil,Parana,Riots,Mob violence,1,0,79142,Political violence,396,-24.6143,-51.8166
06/15/2019,South America,Brazil,Parana,Riots,Mob violence,1,0,2508,Political violence,396,-24.6143,-51.8166
06/22/2019,South America,Brazil,Parana,Riots,Mob violence,1,0,16944,Political violence,396,-24.6143,-51.8166
11/30/2019,South America,Brazil,Parana,Riots,Mob violence,1,1,60183,Political violence,396,-24.6143,-51.8166
06/06/2020,South America,Brazil,Parana,Riots,Mob violence,1,0,32898,Political violence,396,-24.6143,-51.8166
08/01/2020,South America,Brazil,Parana,Riots,Mob violence,1,0,13538,Political violence,396,-24.6143,-51.8166
11/14/2020,South America,Brazil,Parana,Riots,Mob violence,1,0,36995,Political violence,396,-24.6143,-51.8166
11/21/2020,South America,Brazil,Parana,Riots,Mob violence,1,0,36995,Political violence,396,-24.6143,-51.8166
01/02/2021,South America,Brazil,Parana,Riots,Mob violence,1,0,17894,Political violence,396,-24.6143,-51.8166
02/06/2021,South America,Brazil,Parana,Riots,Mob violence,1,0,16381,Political violence,396,-24.6143,-51.8166
05/15/2021,South America,Brazil,Parana,Riots,Mob violence,1,1,31461,Political violence,396,-24.6143,-51.8166
09/04/2021,South America,Brazil,Parana,Riots,Mob violence,1,0,33473,Political violence,396,-24.6143,-51.8166
04/23/2022,South America,Brazil,Parana,Riots,Mob violence,1,0,30439,Political violence,396,-24.6143,-51.8166
07/16/2022,South America,Brazil,Parana,Riots,Mob violence,1,0,46824,Political violence,396,-24.6143,-51.8166
09/10/2022,South America,Brazil,Parana,Riots,Mob violence,1,0,81351,Political violence,396,-24.6143,-51.8166
12/03/2022,South America,Brazil,Parana,Riots,Mob violence,1,1,18696,Political violence,396,-24.6143,-51.8166
05/27/2023,South America,Brazil,Parana,Riots,Mob violence,1,0,38186,Political violence,396,-24.6143,-51.8166
08/19/2023,South America,Brazil,Parana,Riots,Mob violence,1,0,14040,Political violence,396,-24.6143,-51.8166
08/26/2023,South America,Brazil,Parana,Riots,Mob violence,1,0,60682,Political violence,396,-24.6143,-51.8166
11/04/2023,South America,Brazil,Parana,Riots,Mob violence,1,0,14040,Political violence,396,-24.6143,-51.8166
12/23/2023,South America,Brazil,Parana,Riots,Mob violence,1,1,18239,Political violence,396,-24.6143,-51.8166
08/24/2024,South America,Brazil,Parana,Riots,Mob violence,1,0,16017,Political violence,396,-24.6143,-51.8166
11/30/2024,South America,Brazil,Parana,Riots,Mob violence,1,0,48023,Political violence,396,-24.6143,-51.8166
03/22/2025,South America,Brazil,Parana,Riots,Mob violence,1,0,8995,Political violence,396,-24.6143,-51.8166
03/29/2025,South America,Brazil,Parana,Riots,Mob violence,1,1,60901,Political violence,396,-24.6143,-51.8166
05/10/2025,South America,Brazil,Parana,Riots,Mob violence,1,0,17232,Political violence,396,-24.6143,-51.8166
01/17/2026,South America,Brazil,Parana,Riots,Mob violence,1,1,,Political violence,396,-24.6143,-51.8166
01/20/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
01/27/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
03/03/2018,South America,Brazil,Parana,Riots,Violent demonstration,2,0,60017,Demonstrations,396,-24.6143,-51.8166
03/17/2018,South America,Brazil,Parana,Riots,Violent demonstration,2,0,50877,Demonstrations,396,-24.6143,-51.8166
03/24/2018,South America,Brazil,Parana,Riots,Violent demonstration,2,0,48303,Demonstrations,396,-24.6143,-51.8166
03/31/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
04/07/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
04/14/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
05/26/2018,South America,Brazil,Parana,Riots,Violent demonstration,2,0,52233,Demonstrations,396,-24.6143,-51.8166
06/30/2018,South America,Brazil,Parana,Riots,Violent demonstration,5,0,60017,Demonstrations,396,-24.6143,-51.8166
07/07/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,36078,Demonstrations,396,-24.6143,-51.8166
10/20/2018,South America,Brazil,Parana,Riots,Violent demonstration,2,0,60017,Demonstrations,396,-24.6143,-51.8166
12/08/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,27964,Demonstrations,396,-24.6143,-51.8166
12/15/2018,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60017,Demonstrations,396,-24.6143,-51.8166
06/01/2019,South America,Brazil,Parana,Riots,Violent demonstration,1,0,36522,Demonstrations,396,-24.6143,-51.8166
06/08/2019,South America,Brazil,Parana,Riots,Violent demonstration,3,0,117444,Demonstrations,396,-24.6143,-51.8166
09/28/2019,South America,Brazil,Parana,Riots,Violent demonstration,2,0,60183,Demonstrations,396,-24.6143,-51.8166
10/05/2019,South America,Brazil,Parana,Riots,Violent demonstration,1,0,8930,Demonstrations,396,-24.6143,-51.8166
10/19/2019,South America,Brazil,Parana,Riots,Violent demonstration,1,0,8930,Demonstrations,396,-24.6143,-51.8166
03/07/2020,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60363,Demonstrations,396,-24.6143,-51.8166
05/02/2020,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60363,Demonstrations,396,-24.6143,-51.8166
05/30/2020,South America,Brazil,Parana,Riots,Violent demonstration,1,0,60363,Demonstrations,396,-24.6143,-51.8166
