WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
06/09/2018,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,183,Demonstrations,4120,34.6,32.9586
02/19/2022,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,193,Demonstrations,4120,34.6,32.9586
05/28/2022,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,89,Demonstrations,4120,34.6,32.9586
01/13/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,197,Demonstrations,4120,34.6,32.9586
09/28/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,197,Demonstrations,4120,34.6,32.9586
12/02/2023,Europe,Akrotiri and Dhekelia,Akrotiri,Strategic developments,Change to group/activity,1,0,,Strategic developments,4120,34.6,32.9586
01/06/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Strategic developments,Change to group/activity,1,0,,Strategic developments,4120,34.6,32.9586
02/07/2026,Europe,Akrotiri and Dhekelia,Akrotiri,Strategic developments,Change to group/activity,1,0,,Strategic developments,4120,34.6,32.9586
01/16/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,151,Demonstrations,4119,35.0206,33.758
01/23/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,151,Demonstrations,4119,35.0206,33.758
07/08/2023,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,82,Demonstrations,4119,35.0206,33.758
02/15/2025,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,82,Demonstrations,4119,35.0206,33.758
08/30/2025,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,902,Demonstrations,4119,35.0206,33.758
01/31/2026,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,,Demonstrations,4119,35.0206,33.758
09/18/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Riots,Mob violence,1,0,429,Political violence,4119,35.0206,33.758
01/26/2019,Europe,Akrotiri and Dhekelia,Dhekelia,Strategic developments,Change to group/activity,1,0,,Strategic developments,4119,35.0206,33.758
01/18/2020,Europe,Akrotiri and Dhekelia,Dhekelia,Strategic developments,Change to group/activity,1,0,,Strategic developments,4119,35.0206,33.758
02/10/2024,Europe,Akrotiri and Dhekelia,Dhekelia,Strategic developments,Change to group/activity,1,0,,Strategic developments,4119,35.0206,33.758
05/15/2021,Europe,Albania,Berat,Protests,Excessive force against protesters,1,0,329,Political violence; Demonstrations,35,40.6567,20.088
05/05/2018,Europe,Albania,Berat,Protests,Peaceful protest,1,0,8043,Demonstrations,35,40.6567,20.088
12/08/2018,Europe,Albania,Berat,Protests,Peaceful protest,1,0,8043,Demonstrations,35,40.6567,20.088
03/02/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,2,Demonstrations,35,40.6567,20.088
03/23/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,13,Demonstrations,35,40.6567,20.088
06/08/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,13,Demonstrations,35,40.6567,20.088
06/22/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7874,Demonstrations,35,40.6567,20.088
08/03/2019,Europe,Albania,Berat,Protests,Peaceful protest,2,0,7901,Demonstrations,35,40.6567,20.088
08/10/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,27,Demonstrations,35,40.6567,20.088
08/24/2019,Europe,Albania,Berat,Protests,Peaceful protest,2,0,40,Demonstrations,35,40.6567,20.088
10/05/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7874,Demonstrations,35,40.6567,20.088
04/18/2020,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7673,Demonstrations,35,40.6567,20.088
05/02/2020,Europe,Albania,Berat,Protests,Peaceful protest,2,0,7733,Demonstrations,35,40.6567,20.088
05/23/2020,Europe,Albania,Berat,Protests,Peaceful protest,2,0,7673,Demonstrations,35,40.6567,20.088
06/06/2020,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7673,Demonstrations,35,40.6567,20.088
03/20/2021,Europe,Albania,Berat,Protests,Peaceful protest,4,0,10667,Demonstrations,35,40.6567,20.088
04/17/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7456,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,329,Demonstrations,35,40.6567,20.088
10/16/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,1631,Demonstrations,35,40.6567,20.088
12/18/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,58,Demonstrations,35,40.6567,20.088
03/05/2022,Europe,Albania,Berat,Protests,Peaceful protest,1,0,7180,Demonstrations,35,40.6567,20.088
01/10/2026,Europe,Albania,Berat,Protests,Peaceful protest,1,0,6195,Demonstrations,35,40.6567,20.088
01/31/2026,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
05/02/2020,Europe,Albania,Berat,Protests,Protest with intervention,1,0,60,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Protests,Protest with intervention,1,0,329,Demonstrations,35,40.6567,20.088
06/15/2019,Europe,Albania,Berat,Riots,Mob violence,1,0,13254,Political violence,35,40.6567,20.088
04/27/2019,Europe,Albania,Berat,Riots,Violent demonstration,1,0,13254,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Riots,Violent demonstration,1,0,741,Demonstrations,35,40.6567,20.088
01/19/2019,Europe,Albania,Berat,Strategic developments,Change to group/activity,1,0,,Strategic developments,35,40.6567,20.088
03/27/2021,Europe,Albania,Berat,Strategic developments,Looting/property destruction,1,0,,Strategic developments,35,40.6567,20.088
08/20/2022,Europe,Albania,Berat,Strategic developments,Other,1,0,,Strategic developments,35,40.6567,20.088
06/23/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1366,Demonstrations,36,41.6084,20.186
07/07/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1366,Demonstrations,36,41.6084,20.186
07/14/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1366,Demonstrations,36,41.6084,20.186
07/21/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1366,Demonstrations,36,41.6084,20.186
12/08/2018,Europe,Albania,Diber,Protests,Peaceful protest,2,0,12511,Demonstrations,36,41.6084,20.186
01/26/2019,Europe,Albania,Diber,Protests,Peaceful protest,2,0,18570,Demonstrations,36,41.6084,20.186
02/02/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1332,Demonstrations,36,41.6084,20.186
04/27/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,183,Demonstrations,36,41.6084,20.186
07/27/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,7702,Demonstrations,36,41.6084,20.186
08/03/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1300,Demonstrations,36,41.6084,20.186
11/02/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,7,Demonstrations,36,41.6084,20.186
10/03/2020,Europe,Albania,Diber,Protests,Peaceful protest,1,0,7484,Demonstrations,36,41.6084,20.186
04/10/2021,Europe,Albania,Diber,Protests,Peaceful protest,2,0,11415,Demonstrations,36,41.6084,20.186
05/29/2021,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1248,Demonstrations,36,41.6084,20.186
03/12/2022,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1206,Demonstrations,36,41.6084,20.186
05/14/2022,Europe,Albania,Diber,Protests,Peaceful protest,1,0,41,Demonstrations,36,41.6084,20.186
06/15/2019,Europe,Albania,Diber,Riots,Mob violence,2,0,12805,Political violence,36,41.6084,20.186
06/16/2018,Europe,Albania,Diber,Riots,Violent demonstration,1,0,17879,Demonstrations,36,41.6084,20.186
06/22/2019,Europe,Albania,Diber,Riots,Violent demonstration,1,0,17440,Demonstrations,36,41.6084,20.186
10/26/2019,Europe,Albania,Diber,Riots,Violent demonstration,1,0,12,Demonstrations,36,41.6084,20.186
06/01/2019,Europe,Albania,Diber,Strategic developments,Looting/property destruction,1,0,,Strategic developments,36,41.6084,20.186
08/21/2021,Europe,Albania,Diber,Strategic developments,Looting/property destruction,1,0,,Strategic developments,36,41.6084,20.186
06/29/2019,Europe,Albania,Diber,Violence against civilians,Attack,1,0,17440,Political violence,36,41.6084,20.186
01/22/2022,Europe,Albania,Durres,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,103869,Political violence,37,41.4352,19.6217
06/09/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16144,Demonstrations,37,41.4352,19.6217
10/27/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,420,Demonstrations,37,41.4352,19.6217
11/03/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,420,Demonstrations,37,41.4352,19.6217
12/01/2018,Europe,Albania,Durres,Protests,Peaceful protest,2,0,16144,Demonstrations,37,41.4352,19.6217
12/08/2018,Europe,Albania,Durres,Protests,Peaceful protest,3,0,22367,Demonstrations,37,41.4352,19.6217
01/12/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
02/23/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
03/02/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
03/09/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
03/16/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
03/23/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
04/20/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
04/27/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
05/04/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
05/18/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
06/01/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
06/22/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16264,Demonstrations,37,41.4352,19.6217
12/28/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6231,Demonstrations,37,41.4352,19.6217
01/25/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,16348,Demonstrations,37,41.4352,19.6217
02/01/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
03/21/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
03/28/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
04/11/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
04/18/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
04/25/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
05/02/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
05/09/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6272,Demonstrations,37,41.4352,19.6217
05/16/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,22620,Demonstrations,37,41.4352,19.6217
05/23/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
05/30/2020,Europe,Albania,Durres,Protests,Peaceful protest,3,0,16348,Demonstrations,37,41.4352,19.6217
06/27/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
08/08/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
08/29/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,427,Demonstrations,37,41.4352,19.6217
10/17/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,22620,Demonstrations,37,41.4352,19.6217
12/05/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16348,Demonstrations,37,41.4352,19.6217
02/06/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16443,Demonstrations,37,41.4352,19.6217
03/13/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16443,Demonstrations,37,41.4352,19.6217
03/27/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,5447,Demonstrations,37,41.4352,19.6217
04/17/2021,Europe,Albania,Durres,Protests,Peaceful protest,4,0,28207,Demonstrations,37,41.4352,19.6217
05/22/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16443,Demonstrations,37,41.4352,19.6217
12/04/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,614,Demonstrations,37,41.4352,19.6217
01/22/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16454,Demonstrations,37,41.4352,19.6217
04/30/2022,Europe,Albania,Durres,Protests,Peaceful protest,4,0,679,Demonstrations,37,41.4352,19.6217
10/01/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16454,Demonstrations,37,41.4352,19.6217
11/05/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16454,Demonstrations,37,41.4352,19.6217
11/26/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,430,Demonstrations,37,41.4352,19.6217
02/18/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16565,Demonstrations,37,41.4352,19.6217
03/11/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6375,Demonstrations,37,41.4352,19.6217
07/29/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16565,Demonstrations,37,41.4352,19.6217
07/27/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6423,Demonstrations,37,41.4352,19.6217
08/03/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,92,Demonstrations,37,41.4352,19.6217
08/10/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,92,Demonstrations,37,41.4352,19.6217
10/25/2025,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16730,Demonstrations,37,41.4352,19.6217
01/03/2026,Europe,Albania,Durres,Protests,Peaceful protest,1,0,16817,Demonstrations,37,41.4352,19.6217
12/12/2020,Europe,Albania,Durres,Protests,Protest with intervention,2,0,16348,Demonstrations,37,41.4352,19.6217
04/24/2021,Europe,Albania,Durres,Riots,Mob violence,2,0,48714,Political violence,37,41.4352,19.6217
12/15/2018,Europe,Albania,Durres,Riots,Violent demonstration,1,0,10709,Demonstrations,37,41.4352,19.6217
01/12/2019,Europe,Albania,Durres,Riots,Violent demonstration,1,0,47256,Demonstrations,37,41.4352,19.6217
12/05/2020,Europe,Albania,Durres,Riots,Violent demonstration,1,0,47501,Demonstrations,37,41.4352,19.6217
02/14/2026,Europe,Albania,Durres,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,37,41.4352,19.6217
06/29/2019,Europe,Albania,Durres,Strategic developments,Looting/property destruction,1,0,,Strategic developments,37,41.4352,19.6217
11/02/2019,Europe,Albania,Durres,Violence against civilians,Attack,1,0,47256,Political violence,37,41.4352,19.6217
05/15/2021,Europe,Albania,Durres,Violence against civilians,Attack,1,0,47780,Political violence,37,41.4352,19.6217
04/17/2021,Europe,Albania,Elbasan,Battles,Armed clash,1,1,93542,Political violence,38,41.0618,20.1215
08/20/2022,Europe,Albania,Elbasan,Battles,Armed clash,1,0,778,Political violence,38,41.0618,20.1215
03/31/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17684,Demonstrations,38,41.0618,20.1215
06/02/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,20758,Demonstrations,38,41.0618,20.1215
09/01/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,17684,Demonstrations,38,41.0618,20.1215
09/08/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17684,Demonstrations,38,41.0618,20.1215
09/15/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17684,Demonstrations,38,41.0618,20.1215
12/01/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,17684,Demonstrations,38,41.0618,20.1215
12/08/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,17684,Demonstrations,38,41.0618,20.1215
01/05/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17455,Demonstrations,38,41.0618,20.1215
01/12/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17455,Demonstrations,38,41.0618,20.1215
01/19/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17455,Demonstrations,38,41.0618,20.1215
01/26/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,6,Demonstrations,38,41.0618,20.1215
03/30/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2855,Demonstrations,38,41.0618,20.1215
04/20/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,17455,Demonstrations,38,41.0618,20.1215
04/27/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17455,Demonstrations,38,41.0618,20.1215
03/14/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17172,Demonstrations,38,41.0618,20.1215
04/11/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,17172,Demonstrations,38,41.0618,20.1215
06/13/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,547,Demonstrations,38,41.0618,20.1215
10/03/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,4689,Demonstrations,38,41.0618,20.1215
12/12/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,4092,Demonstrations,38,41.0618,20.1215
01/09/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2187,Demonstrations,38,41.0618,20.1215
04/03/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,4389,Demonstrations,38,41.0618,20.1215
04/10/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2737,Demonstrations,38,41.0618,20.1215
04/17/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16892,Demonstrations,38,41.0618,20.1215
05/08/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16892,Demonstrations,38,41.0618,20.1215
09/18/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16892,Demonstrations,38,41.0618,20.1215
02/12/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16499,Demonstrations,38,41.0618,20.1215
02/26/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,173,Demonstrations,38,41.0618,20.1215
03/26/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,599,Demonstrations,38,41.0618,20.1215
06/11/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16499,Demonstrations,38,41.0618,20.1215
08/20/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16499,Demonstrations,38,41.0618,20.1215
10/08/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16499,Demonstrations,38,41.0618,20.1215
12/24/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,19159,Demonstrations,38,41.0618,20.1215
01/28/2023,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,16213,Demonstrations,38,41.0618,20.1215
05/13/2023,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,120,Demonstrations,38,41.0618,20.1215
10/26/2024,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2051,Demonstrations,38,41.0618,20.1215
11/15/2025,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
03/13/2021,Europe,Albania,Elbasan,Riots,Mob violence,1,0,63940,Political violence,38,41.0618,20.1215
09/29/2018,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,66995,Demonstrations,38,41.0618,20.1215
01/12/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,2,0,66116,Demonstrations,38,41.0618,20.1215
04/20/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,66116,Demonstrations,38,41.0618,20.1215
04/27/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,66116,Demonstrations,38,41.0618,20.1215
06/08/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,5016,Demonstrations,38,41.0618,20.1215
06/22/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,66116,Demonstrations,38,41.0618,20.1215
12/12/2020,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,65021,Demonstrations,38,41.0618,20.1215
04/09/2022,Europe,Albania,Elbasan,Violence against civilians,Attack,1,0,62415,Political violence,38,41.0618,20.1215
02/03/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
02/17/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
03/17/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3925,Demonstrations,39,40.7396,19.5686
03/31/2018,Europe,Albania,Fier,Protests,Peaceful protest,2,0,14361,Demonstrations,39,40.7396,19.5686
04/14/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
06/09/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
07/28/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3925,Demonstrations,39,40.7396,19.5686
09/15/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
09/22/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
11/03/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18431,Demonstrations,39,40.7396,19.5686
12/08/2018,Europe,Albania,Fier,Protests,Peaceful protest,2,0,28867,Demonstrations,39,40.7396,19.5686
01/05/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3882,Demonstrations,39,40.7396,19.5686
01/26/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3013,Demonstrations,39,40.7396,19.5686
02/02/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18235,Demonstrations,39,40.7396,19.5686
03/09/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10318,Demonstrations,39,40.7396,19.5686
03/23/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10318,Demonstrations,39,40.7396,19.5686
03/30/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10318,Demonstrations,39,40.7396,19.5686
04/20/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18235,Demonstrations,39,40.7396,19.5686
06/08/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3013,Demonstrations,39,40.7396,19.5686
07/13/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,1858,Demonstrations,39,40.7396,19.5686
07/20/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,18235,Demonstrations,39,40.7396,19.5686
10/19/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10318,Demonstrations,39,40.7396,19.5686
10/26/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10318,Demonstrations,39,40.7396,19.5686
12/14/2019,Europe,Albania,Fier,Protests,Peaceful protest,4,0,22117,Demonstrations,39,40.7396,19.5686
01/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,3,0,24764,Demonstrations,39,40.7396,19.5686
01/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,3821,Demonstrations,39,40.7396,19.5686
02/01/2020,Europe,Albania,Fier,Protests,Peaceful protest,5,0,3821,Demonstrations,39,40.7396,19.5686
02/08/2020,Europe,Albania,Fier,Protests,Peaceful protest,7,0,3867,Demonstrations,39,40.7396,19.5686
02/15/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,13989,Demonstrations,39,40.7396,19.5686
02/22/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
02/29/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
03/07/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
04/11/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
04/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,18395,Demonstrations,39,40.7396,19.5686
04/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
05/02/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,17982,Demonstrations,39,40.7396,19.5686
05/09/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
06/06/2020,Europe,Albania,Fier,Protests,Peaceful protest,3,0,21803,Demonstrations,39,40.7396,19.5686
06/13/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
06/20/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
07/04/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,22,Demonstrations,39,40.7396,19.5686
07/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
07/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,22,Demonstrations,39,40.7396,19.5686
08/22/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
08/29/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
09/05/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
09/12/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
09/19/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
09/26/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
10/10/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,3821,Demonstrations,39,40.7396,19.5686
10/17/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10168,Demonstrations,39,40.7396,19.5686
10/24/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3821,Demonstrations,39,40.7396,19.5686
11/28/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17982,Demonstrations,39,40.7396,19.5686
12/12/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,10168,Demonstrations,39,40.7396,19.5686
01/09/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,17736,Demonstrations,39,40.7396,19.5686
04/17/2021,Europe,Albania,Fier,Protests,Peaceful protest,2,0,17736,Demonstrations,39,40.7396,19.5686
